message,error_bit,codeword,received,decoded,pass
0100110,5,00111110000001,00111110100001,0100110,1
0100110,6,00111110000001,00111111000001,0100110,1
0100110,7,00111110000001,00111100000001,0100110,1
0100110,8,00111110000001,00111010000001,0100110,1
0100110,9,00111110000001,00110110000001,0100110,1
0100110,10,00111110000001,00101110000001,0100110,1
0100110,11,00111110000001,00011110000001,0100110,1
0100110,12,00111110000001,01111110000001,0100110,1
0100110,13,00111110000001,10111110000001,0100110,1
0100111,-1,00111110000010,00111110000010,0100111,1
0100111,0,00111110000010,00111110000011,0100110,0
0100111,1,00111110000010,00111110000000,0100110,0
0100111,2,00111110000010,00111110000110,0100100,0
0100111,3,00111110000010,00111110001010,0100100,0
0100111,4,00111110000010,00111110010010,0100111,1
0100111,5,00111110000010,00111110100010,0100111,1
0100111,6,00111110000010,00111111000010,0100111,1
0100111,7,00111110000010,00111100000010,0100111,1
0100111,8,00111110000010,00111010000010,0100111,1
0100111,9,00111110000010,00110110000010,0100111,1
0100111,10,00111110000010,00101110000010,0100111,1
0100111,11,00111110000010,00011110000010,0100111,1
0100111,12,00111110000010,01111110000010,0100111,1
0100111,13,00111110000010,10111110000010,0100111,1
0101000,-1,00111101001011,00111101001011,0101000,1
0101000,0,00111101001011,00111101001010,0101000,1
0101000,1,00111101001011,00111101001001,0101000,1
0101000,2,00111101001011,00111101001111,0101000,1
0101000,3,00111101001011,00111101000011,0101000,1
0101000,4,00111101001011,00111101011011,0101000,1
0101000,5,00111101001011,00111101101011,0101000,1
0101000,6,00111101001011,00111100001011,0101000,1
0101000,7,00111101001011,00111111001011,0101000,1
0101000,8,00111101001011,00111001001011,0101000,1
0101000,9,00111101001011,00110101001011,0101000,1
0101000,10,00111101001011,00101101001011,0101000,1
0101000,11,00111101001011,00011101001011,0101000,1
0101000,12,00111101001011,01111101001011,0101000,1
0101000,13,00111101001011,10111101001011,0101000,1
0101001,-1,00111101001000,00111101001000,0101001,1
0101001,0,00111101001000,00111101001001,0101000,0
0101001,1,00111101001000,00111101001010,0101000,0
0101001,2,00111101001000,00111101001100,0101010,0
0101001,3,00111101001000,00111101000000,0101010,0
0101001,4,00111101001000,00111101011000,0101001,1
0101001,5,00111101001000,00111101101000,0101001,1
0101001,6,00111101001000,00111100001000,0101001,1
0101001,7,00111101001000,00111111001000,0101001,1
0101001,8,00111101001000,00111001001000,0101001,1
0101001,9,00111101001000,00110101001000,0101001,1
0101001,10,00111101001000,00101101001000,0101001,1
0101001,11,00111101001000,00011101001000,0101001,1
0101001,12,00111101001000,01111101001000,0101001,1
0101001,13,00111101001000,10111101001000,0101001,1
0101010,-1,00111101000100,00111101000100,0101010,1
0101010,0,00111101000100,00111101000101,0101010,1
0101010,1,00111101000100,00111101000110,0101010,1
0101010,2,00111101000100,00111101000000,0101010,1
0101010,3,00111101000100,00111101001100,0101010,1
0101010,4,00111101000100,00111101010100,0101010,1
0101010,5,00111101000100,00111101100100,0101010,1
0101010,6,00111101000100,00111100000100,0101010,1
0101010,7,00111101000100,00111111000100,0101010,1
0101010,8,00111101000100,00111001000100,0101010,1
0101010,9,00111101000100,00110101000100,0101010,1
0101010,10,00111101000100,00101101000100,0101010,1
0101010,11,00111101000100,00011101000100,0101010,1
0101010,12,00111101000100,01111101000100,0101010,1
0101010,13,00111101000100,10111101000100,0101010,1
0101011,-1,00111101000111,00111101000111,0101011,1
0101011,0,00111101000111,00111101000110,0101010,0
0101011,1,00111101000111,00111101000101,0101010,0
0101011,2,00111101000111,00111101000011,0101000,0
0101011,3,00111101000111,00111101001111,0101000,0
0101011,4,00111101000111,00111101010111,0101011,1
0101011,5,00111101000111,00111101100111,0101011,1
0101011,6,00111101000111,00111100000111,0101011,1
0101011,7,00111101000111,00111111000111,0101011,1
0101011,8,00111101000111,00111001000111,0101011,1
0101011,9,00111101000111,00110101000111,0101011,1
0101011,10,00111101000111,00101101000111,0101011,1
0101011,11,00111101000111,00011101000111,0101011,1
0101011,12,00111101000111,01111101000111,0101011,1
0101011,13,00111101000111,10111101000111,0101011,1
0101100,-1,00111101110101,00111101110101,0101100,1
0101100,0,00111101110101,00111101110100,0101100,1
0101100,1,00111101110101,00111101110111,0101100,1
0101100,2,00111101110101,00111101110001,0101100,1
0101100,3,00111101110101,00111101111101,0101100,1
0101100,4,00111101110101,00111101100101,0101100,1
0101100,5,00111101110101,00111101010101,0101100,1
0101100,6,00111101110101,00111100110101,0101100,1
0101100,7,00111101110101,00111111110101,0101100,1
0101100,8,00111101110101,00111001110101,0101100,1
0101100,9,00111101110101,00110101110101,0101100,1
0101100,10,00111101110101,00101101110101,0101100,1
0101100,11,00111101110101,00011101110101,0101100,1
0101100,12,00111101110101,01111101110101,0101100,1
0101100,13,00111101110101,10111101110101,0101100,1
0101101,-1,00111101110110,00111101110110,0101101,1
0101101,0,00111101110110,00111101110111,0101100,0
0101101,1,00111101110110,00111101110100,0101100,0
0101101,2,00111101110110,00111101110010,0101110,0
0101101,3,00111101110110,00111101111110,0101110,0
0101101,4,00111101110110,00111101100110,0101101,1
0101101,5,00111101110110,00111101010110,0101101,1
0101101,6,00111101110110,00111100110110,0101101,1
0101101,7,00111101110110,00111111110110,0101101,1
0101101,8,00111101110110,00111001110110,0101101,1
0101101,9,00111101110110,00110101110110,0101101,1
0101101,10,00111101110110,00101101110110,0101101,1
0101101,11,00111101110110,00011101110110,0101101,1
0101101,12,00111101110110,01111101110110,0101101,1
0101101,13,00111101110110,10111101110110,0101101,1
0101110,-1,00111101111010,00111101111010,0101110,1
0101110,0,00111101111010,00111101111011,0101110,1
0101110,1,00111101111010,00111101111000,0101110,1
0101110,2,00111101111010,00111101111110,0101110,1
0101110,3,00111101111010,00111101110010,0101110,1
0101110,4,00111101111010,00111101101010,0101110,1
0101110,5,00111101111010,00111101011010,0101110,1
0101110,6,00111101111010,00111100111010,0101110,1
0101110,7,00111101111010,00111111111010,0101110,1
0101110,8,00111101111010,00111001111010,0101110,1
0101110,9,00111101111010,00110101111010,0101110,1
0101110,10,00111101111010,00101101111010,0101110,1
0101110,11,00111101111010,00011101111010,0101110,1
0101110,12,00111101111010,01111101111010,0101110,1
0101110,13,00111101111010,10111101111010,0101110,1
0101111,-1,00111101111001,00111101111001,0101111,1
0101111,0,00111101111001,00111101111000,0101110,0
0101111,1,00111101111001,00111101111011,0101110,0
0101111,2,00111101111001,00111101111101,0101100,0
0101111,3,00111101111001,00111101110001,0101100,0
0101111,4,00111101111001,00111101101001,0101111,1
0101111,5,00111101111001,00111101011001,0101111,1
0101111,6,00111101111001,00111100111001,0101111,1
0101111,7,00111101111001,00111111111001,0101111,1
0101111,8,00111101111001,00111001111001,0101111,1
0101111,9,00111101111001,00110101111001,0101111,1
0101111,10,00111101111001,00101101111001,0101111,1
0101111,11,00111101111001,00011101111001,0101111,1
0101111,12,00111101111001,01111101111001,0101111,1
0101111,13,00111101111001,10111101111001,0101111,1
0110000,-1,00110001011100,00110001011100,0110000,1
0110000,0,00110001011100,00110001011101,0110000,1
0110000,1,00110001011100,00110001011110,0110000,1
0110000,2,00110001011100,00110001011000,0110000,1
0110000,3,00110001011100,00110001010100,0110000,1
0110000,4,00110001011100,00110001001100,0110000,1
0110000,5,00110001011100,00110001111100,0110000,1
0110000,6,00110001011100,00110000011100,0110000,1
0110000,7,00110001011100,00110011011100,0110000,1
0110000,8,00110001011100,00110101011100,0110000,1
0110000,9,00110001011100,00111001011100,0110000,1
0110000,10,00110001011100,00100001011100,0110000,1
0110000,11,00110001011100,00010001011100,0110000,1
0110000,12,00110001011100,01110001011100,0110000,1
0110000,13,00110001011100,10110001011100,0110000,1
0110001,-1,00110001011111,00110001011111,0110001,1
0110001,0,00110001011111,00110001011110,0110000,0
0110001,1,00110001011111,00110001011101,0110000,0
0110001,2,00110001011111,00110001011011,0110010,0
0110001,3,00110001011111,00110001010111,0110010,0
0110001,4,00110001011111,00110001001111,0110001,1
0110001,5,00110001011111,00110001111111,0110001,1
0110001,6,00110001011111,00110000011111,0110001,1
0110001,7,00110001011111,00110011011111,0110001,1
0110001,8,00110001011111,00110101011111,0110001,1
0110001,9,00110001011111,00111001011111,0110001,1
0110001,10,00110001011111,00100001011111,0110001,1
0110001,11,00110001011111,00010001011111,0110001,1
0110001,12,00110001011111,01110001011111,0110001,1
0110001,13,00110001011111,10110001011111,0110001,1
0110010,-1,00110001010011,00110001010011,0110010,1
0110010,0,00110001010011,00110001010010,0110010,1
0110010,1,00110001010011,00110001010001,0110010,1
0110010,2,00110001010011,00110001010111,0110010,1
0110010,3,00110001010011,00110001011011,0110010,1
0110010,4,00110001010011,00110001000011,0110010,1
0110010,5,00110001010011,00110001110011,0110010,1
0110010,6,00110001010011,00110000010011,0110010,1
0110010,7,00110001010011,00110011010011,0110010,1
0110010,8,00110001010011,00110101010011,0110010,1
0110010,9,00110001010011,00111001010011,0110010,1
0110010,10,00110001010011,00100001010011,0110010,1
0110010,11,00110001010011,00010001010011,0110010,1
0110010,12,00110001010011,01110001010011,0110010,1
0110010,13,00110001010011,10110001010011,0110010,1
0110011,-1,00110001010000,00110001010000,0110011,1
0110011,0,00110001010000,00110001010001,0110010,0
0110011,1,00110001010000,00110001010010,0110010,0
0110011,2,00110001010000,00110001010100,0110000,0
0110011,3,00110001010000,00110001011000,0110000,0
0110011,4,00110001010000,00110001000000,0110011,1
0110011,5,00110001010000,00110001110000,0110011,1
0110011,6,00110001010000,00110000010000,0110011,1
0110011,7,00110001010000,00110011010000,0110011,1
0110011,8,00110001010000,00110101010000,0110011,1
0110011,9,00110001010000,00111001010000,0110011,1
0110011,10,00110001010000,00100001010000,0110011,1
0110011,11,00110001010000,00010001010000,0110011,1
0110011,12,00110001010000,01110001010000,0110011,1
0110011,13,00110001010000,10110001010000,0110011,1
0110100,-1,00110001100010,00110001100010,0110100,1
0110100,0,00110001100010,00110001100011,0110100,1
0110100,1,00110001100010,00110001100000,0110100,1
0110100,2,00110001100010,00110001100110,0110100,1
0110100,3,00110001100010,00110001101010,0110100,1
0110100,4,00110001100010,00110001110010,0110100,1
0110100,5,00110001100010,00110001000010,0110100,1
0110100,6,00110001100010,00110000100010,0110100,1
0110100,7,00110001100010,00110011100010,0110100,1
0110100,8,00110001100010,00110101100010,0110100,1
0110100,9,00110001100010,00111001100010,0110100,1
0110100,10,00110001100010,00100001100010,0110100,1
0110100,11,00110001100010,00010001100010,0110100,1
0110100,12,00110001100010,01110001100010,0110100,1
0110100,13,00110001100010,10110001100010,0110100,1
0110101,-1,00110001100001,00110001100001,0110101,1
0110101,0,00110001100001,00110001100000,0110100,0
0110101,1,00110001100001,00110001100011,0110100,0
0110101,2,00110001100001,00110001100101,0110110,0
0110101,3,00110001100001,00110001101001,0110110,0
0110101,4,00110001100001,00110001110001,0110101,1
0110101,5,00110001100001,00110001000001,0110101,1
0110101,6,00110001100001,00110000100001,0110101,1
0110101,7,00110001100001,00110011100001,0110101,1
0110101,8,00110001100001,00110101100001,0110101,1
0110101,9,00110001100001,00111001100001,0110101,1
0110101,10,00110001100001,00100001100001,0110101,1
0110101,11,00110001100001,00010001100001,0110101,1
0110101,12,00110001100001,01110001100001,0110101,1
0110101,13,00110001100001,10110001100001,0110101,1
0110110,-1,00110001101101,00110001101101,0110110,1
0110110,0,00110001101101,00110001101100,0110110,1
0110110,1,00110001101101,00110001101111,0110110,1
0110110,2,00110001101101,00110001101001,0110110,1
0110110,3,00110001101101,00110001100101,0110110,1
0110110,4,00110001101101,00110001111101,0110110,1
0110110,5,00110001101101,00110001001101,0110110,1
0110110,6,00110001101101,00110000101101,0110110,1
0110110,7,00110001101101,00110011101101,0110110,1
0110110,8,00110001101101,00110101101101,0110110,1
0110110,9,00110001101101,00111001101101,0110110,1
0110110,10,00110001101101,00100001101101,0110110,1
0110110,11,00110001101101,00010001101101,0110110,1
0110110,12,00110001101101,01110001101101,0110110,1
0110110,13,00110001101101,10110001101101,0110110,1
0110111,-1,00110001101110,00110001101110,0110111,1
0110111,0,00110001101110,00110001101111,0110110,0
0110111,1,00110001101110,00110001101100,0110110,0
0110111,2,00110001101110,00110001101010,0110100,0
0110111,3,00110001101110,00110001100110,0110100,0
0110111,4,00110001101110,00110001111110,0110111,1
0110111,5,00110001101110,00110001001110,0110111,1
0110111,6,00110001101110,00110000101110,0110111,1
0110111,7,00110001101110,00110011101110,0110111,1
0110111,8,00110001101110,00110101101110,0110111,1
0110111,9,00110001101110,00111001101110,0110111,1
0110111,10,00110001101110,00100001101110,0110111,1
0110111,11,00110001101110,00010001101110,0110111,1
0110111,12,00110001101110,01110001101110,0110111,1
0110111,13,00110001101110,10110001101110,0110111,1
0111000,-1,00110010100111,00110010100111,0111000,1
0111000,0,00110010100111,00110010100110,0111000,1
0111000,1,00110010100111,00110010100101,0111000,1
0111000,2,00110010100111,00110010100011,0111000,1
0111000,3,00110010100111,00110010101111,0111000,1
0111000,4,00110010100111,00110010110111,0111000,1
0111000,5,00110010100111,00110010000111,0111000,1
0111000,6,00110010100111,00110011100111,0111000,1
0111000,7,00110010100111,00110000100111,0111000,1
0111000,8,00110010100111,00110110100111,0111000,1
0111000,9,00110010100111,00111010100111,0111000,1
0111000,10,00110010100111,00100010100111,0111000,1
0111000,11,00110010100111,00010010100111,0111000,1
0111000,12,00110010100111,01110010100111,0111000,1
0111000,13,00110010100111,10110010100111,0111000,1
0111001,-1,00110010100100,00110010100100,0111001,1
0111001,0,00110010100100,00110010100101,0111000,0
0111001,1,00110010100100,00110010100110,0111000,0
0111001,2,00110010100100,00110010100000,0111010,0
0111001,3,00110010100100,00110010101100,0111010,0
0111001,4,00110010100100,00110010110100,0111001,1
0111001,5,00110010100100,00110010000100,0111001,1
0111001,6,00110010100100,00110011100100,0111001,1
0111001,7,00110010100100,00110000100100,0111001,1
0111001,8,00110010100100,00110110100100,0111001,1
0111001,9,00110010100100,00111010100100,0111001,1
0111001,10,00110010100100,00100010100100,0111001,1
0111001,11,00110010100100,00010010100100,0111001,1
0111001,12,00110010100100,01110010100100,0111001,1
0111001,13,00110010100100,10110010100100,0111001,1
0111010,-1,00110010101000,00110010101000,0111010,1
0111010,0,00110010101000,00110010101001,0111010,1
0111010,1,00110010101000,00110010101010,0111010,1
0111010,2,00110010101000,00110010101100,0111010,1
0111010,3,00110010101000,00110010100000,0111010,1
0111010,4,00110010101000,00110010111000,0111010,1
0111010,5,00110010101000,00110010001000,0111010,1
0111010,6,00110010101000,00110011101000,0111010,1
0111010,7,00110010101000,00110000101000,0111010,1
0111010,8,00110010101000,00110110101000,0111010,1
0111010,9,00110010101000,00111010101000,0111010,1
0111010,10,00110010101000,00100010101000,0111010,1
0111010,11,00110010101000,00010010101000,0111010,1
0111010,12,00110010101000,01110010101000,0111010,1
0111010,13,00110010101000,10110010101000,0111010,1
0111011,-1,00110010101011,00110010101011,0111011,1
0111011,0,00110010101011,00110010101010,0111010,0
0111011,1,00110010101011,00110010101001,0111010,0
0111011,2,00110010101011,00110010101111,0111000,0
0111011,3,00110010101011,00110010100011,0111000,0
0111011,4,00110010101011,00110010111011,0111011,1
0111011,5,00110010101011,00110010001011,0111011,1
0111011,6,00110010101011,00110011101011,0111011,1
0111011,7,00110010101011,00110000101011,0111011,1
0111011,8,00110010101011,00110110101011,0111011,1
0111011,9,00110010101011,00111010101011,0111011,1
0111011,10,00110010101011,00100010101011,0111011,1
0111011,11,00110010101011,00010010101011,0111011,1
0111011,12,00110010101011,01110010101011,0111011,1
0111011,13,00110010101011,10110010101011,0111011,1
0111100,-1,00110010011001,00110010011001,0111100,1
0111100,0,00110010011001,00110010011000,0111100,1
0111100,1,00110010011001,00110010011011,0111100,1
0111100,2,00110010011001,00110010011101,0111100,1
0111100,3,00110010011001,00110010010001,0111100,1
0111100,4,00110010011001,00110010001001,0111100,1
0111100,5,00110010011001,00110010111001,0111100,1
0111100,6,00110010011001,00110011011001,0111100,1
0111100,7,00110010011001,00110000011001,0111100,1
0111100,8,00110010011001,00110110011001,0111100,1
0111100,9,00110010011001,00111010011001,0111100,1
0111100,10,00110010011001,00100010011001,0111100,1
0111100,11,00110010011001,00010010011001,0111100,1
0111100,12,00110010011001,01110010011001,0111100,1
0111100,13,00110010011001,10110010011001,0111100,1
0111101,-1,00110010011010,00110010011010,0111101,1
0111101,0,00110010011010,00110010011011,0111100,0
0111101,1,00110010011010,00110010011000,0111100,0
0111101,2,00110010011010,00110010011110,0111110,0
0111101,3,00110010011010,00110010010010,0111110,0
0111101,4,00110010011010,00110010001010,0111101,1
0111101,5,00110010011010,00110010111010,0111101,1
0111101,6,00110010011010,00110011011010,0111101,1
0111101,7,00110010011010,00110000011010,0111101,1
0111101,8,00110010011010,00110110011010,0111101,1
0111101,9,00110010011010,00111010011010,0111101,1
0111101,10,00110010011010,00100010011010,0111101,1
0111101,11,00110010011010,00010010011010,0111101,1
0111101,12,00110010011010,01110010011010,0111101,1
0111101,13,00110010011010,10110010011010,0111101,1
0111110,-1,00110010010110,00110010010110,0111110,1
0111110,0,00110010010110,00110010010111,0111110,1
0111110,1,00110010010110,00110010010100,0111110,1
0111110,2,00110010010110,00110010010010,0111110,1
0111110,3,00110010010110,00110010011110,0111110,1
0111110,4,00110010010110,00110010000110,0111110,1
0111110,5,00110010010110,00110010110110,0111110,1
0111110,6,00110010010110,00110011010110,0111110,1
0111110,7,00110010010110,00110000010110,0111110,1
0111110,8,00110010010110,00110110010110,0111110,1
0111110,9,00110010010110,00111010010110,0111110,1
0111110,10,00110010010110,00100010010110,0111110,1
0111110,11,00110010010110,00010010010110,0111110,1
0111110,12,00110010010110,01110010010110,0111110,1
0111110,13,00110010010110,10110010010110,0111110,1
0111111,-1,00110010010101,00110010010101,0111111,1
0111111,0,00110010010101,00110010010100,0111110,0
0111111,1,00110010010101,00110010010111,0111110,0
0111111,2,00110010010101,00110010010001,0111100,0
0111111,3,00110010010101,00110010011101,0111100,0
0111111,4,00110010010101,00110010000101,0111111,1
0111111,5,00110010010101,00110010110101,0111111,1
0111111,6,00110010010101,00110011010101,0111111,1
0111111,7,00110010010101,00110000010101,0111111,1
0111111,8,00110010010101,00110110010101,0111111,1
0111111,9,00110010010101,00111010010101,0111111,1
0111111,10,00110010010101,00100010010101,0111111,1
0111111,11,00110010010101,00010010010101,0111111,1
0111111,12,00110010010101,01110010010101,0111111,1
0111111,13,00110010010101,10110010010101,0111111,1
1000000,-1,11111011000000,11111011000000,1000000,1
1000000,0,11111011000000,11111011000001,1000000,1
1000000,1,11111011000000,11111011000010,1000000,1
1000000,2,11111011000000,11111011000100,1000000,1
1000000,3,11111011000000,11111011001000,1000000,1
1000000,4,11111011000000,11111011010000,1000000,1
1000000,5,11111011000000,11111011100000,1000000,1
1000000,6,11111011000000,11111010000000,1000000,1
1000000,7,11111011000000,11111001000000,1000000,1
1000000,8,11111011000000,11111111000000,1000000,1
1000000,9,11111011000000,11110011000000,1000000,1
1000000,10,11111011000000,11101011000000,1000000,1
1000000,11,11111011000000,11011011000000,1000000,1
1000000,12,11111011000000,10111011000000,1000000,1
1000000,13,11111011000000,01111011000000,1000000,1
1000001,-1,11111011000011,11111011000011,1000001,1
1000001,0,11111011000011,11111011000010,1000000,0
1000001,1,11111011000011,11111011000001,1000000,0
1000001,2,11111011000011,11111011000111,1000010,0
1000001,3,11111011000011,11111011001011,1000010,0
1000001,4,11111011000011,11111011010011,1000001,1
1000001,5,11111011000011,11111011100011,1000001,1
1000001,6,11111011000011,11111010000011,1000001,1
1000001,7,11111011000011,11111001000011,1000001,1
1000001,8,11111011000011,11111111000011,1000001,1
1000001,9,11111011000011,11110011000011,1000001,1
1000001,10,11111011000011,11101011000011,1000001,1
1000001,11,11111011000011,11011011000011,1000001,1
1000001,12,11111011000011,10111011000011,1000001,1
1000001,13,11111011000011,01111011000011,1000001,1
1000010,-1,11111011001111,11111011001111,1000010,1
1000010,0,11111011001111,11111011001110,1000010,1
1000010,1,11111011001111,11111011001101,1000010,1
1000010,2,11111011001111,11111011001011,1000010,1
1000010,3,11111011001111,11111011000111,1000010,1
1000010,4,11111011001111,11111011011111,1000010,1
1000010,5,11111011001111,11111011101111,1000010,1
1000010,6,11111011001111,11111010001111,1000010,1
1000010,7,11111011001111,11111001001111,1000010,1
1000010,8,11111011001111,11111111001111,1000010,1
1000010,9,11111011001111,11110011001111,1000010,1
1000010,10,11111011001111,11101011001111,1000010,1
1000010,11,11111011001111,11011011001111,1000010,1
1000010,12,11111011001111,10111011001111,1000010,1
1000010,13,11111011001111,01111011001111,1000010,1
1000011,-1,11111011001100,11111011001100,1000011,1
1000011,0,11111011001100,11111011001101,1000010,0
1000011,1,11111011001100,11111011001110,1000010,0
1000011,2,11111011001100,11111011001000,1000000,0
1000011,3,11111011001100,11111011000100,1000000,0
1000011,4,11111011001100,11111011011100,1000011,1
1000011,5,11111011001100,11111011101100,1000011,1
1000011,6,11111011001100,11111010001100,1000011,1
1000011,7,11111011001100,11111001001100,1000011,1
1000011,8,11111011001100,11111111001100,1000011,1
1000011,9,11111011001100,11110011001100,1000011,1
1000011,10,11111011001100,11101011001100,1000011,1
1000011,11,11111011001100,11011011001100,1000011,1
1000011,12,11111011001100,10111011001100,1000011,1
1000011,13,11111011001100,01111011001100,1000011,1
1000100,-1,11111011111110,11111011111110,1000100,1
1000100,0,11111011111110,11111011111111,1000100,1
1000100,1,11111011111110,11111011111100,1000100,1
1000100,2,11111011111110,11111011111010,1000100,1
1000100,3,11111011111110,11111011110110,1000100,1
1000100,4,11111011111110,11111011101110,1000100,1
1000100,5,11111011111110,11111011011110,1000100,1
1000100,6,11111011111110,11111010111110,1000100,1
1000100,7,11111011111110,11111001111110,1000100,1
1000100,8,11111011111110,11111111111110,1000100,1
1000100,9,11111011111110,11110011111110,1000100,1
1000100,10,11111011111110,11101011111110,1000100,1
1000100,11,11111011111110,11011011111110,1000100,1
1000100,12,11111011111110,10111011111110,1000100,1
1000100,13,11111011111110,01111011111110,1000100,1
1000101,-1,11111011111101,11111011111101,1000101,1
1000101,0,11111011111101,11111011111100,1000100,0
1000101,1,11111011111101,11111011111111,1000100,0
1000101,2,11111011111101,11111011111001,1000110,0
1000101,3,11111011111101,11111011110101,1000110,0
1000101,4,11111011111101,11111011101101,1000101,1
1000101,5,11111011111101,11111011011101,1000101,1
1000101,6,11111011111101,11111010111101,1000101,1
1000101,7,11111011111101,11111001111101,1000101,1
1000101,8,11111011111101,11111111111101,1000101,1
1000101,9,11111011111101,11110011111101,1000101,1
1000101,10,11111011111101,11101011111101,1000101,1
1000101,11,11111011111101,11011011111101,1000101,1
1000101,12,11111011111101,10111011111101,1000101,1
1000101,13,11111011111101,01111011111101,1000101,1
1000110,-1,11111011110001,11111011110001,1000110,1
1000110,0,11111011110001,11111011110000,1000110,1
1000110,1,11111011110001,11111011110011,1000110,1
1000110,2,11111011110001,11111011110101,1000110,1
1000110,3,11111011110001,11111011111001,1000110,1
1000110,4,11111011110001,11111011100001,1000110,1
1000110,5,11111011110001,11111011010001,1000110,1
1000110,6,11111011110001,11111010110001,1000110,1
1000110,7,11111011110001,11111001110001,1000110,1
1000110,8,11111011110001,11111111110001,1000110,1
1000110,9,11111011110001,11110011110001,1000110,1
1000110,10,11111011110001,11101011110001,1000110,1
1000110,11,11111011110001,11011011110001,1000110,1
1000110,12,11111011110001,10111011110001,1000110,1
1000110,13,11111011110001,01111011110001,1000110,1
1000111,-1,11111011110010,11111011110010,1000111,1
1000111,0,11111011110010,11111011110011,1000110,0
1000111,1,11111011110010,11111011110000,1000110,0
1000111,2,11111011110010,11111011110110,1000100,0
1000111,3,11111011110010,11111011111010,1000100,0
1000111,4,11111011110010,11111011100010,1000111,1
1000111,5,11111011110010,11111011010010,1000111,1
1000111,6,11111011110010,11111010110010,1000111,1
1000111,7,11111011110010,11111001110010,1000111,1
1000111,8,11111011110010,11111111110010,1000111,1
1000111,9,11111011110010,11110011110010,1000111,1
1000111,10,11111011110010,11101011110010,1000111,1
1000111,11,11111011110010,11011011110010,1000111,1
1000111,12,11111011110010,10111011110010,1000111,1
1000111,13,11111011110010,01111011110010,1000111,1
1001000,-1,11111000111011,11111000111011,1001000,1
1001000,0,11111000111011,11111000111010,1001000,1
1001000,1,11111000111011,11111000111001,1001000,1
1001000,2,11111000111011,11111000111111,1001000,1
1001000,3,11111000111011,11111000110011,1001000,1
1001000,4,11111000111011,11111000101011,1001000,1
1001000,5,11111000111011,11111000011011,1001000,1
1001000,6,11111000111011,11111001111011,1001000,1
1001000,7,11111000111011,11111010111011,1001000,1
1001000,8,11111000111011,11111100111011,1001000,1
1001000,9,11111000111011,11110000111011,1001000,1
1001000,10,11111000111011,11101000111011,1001000,1
1001000,11,11111000111011,11011000111011,1001000,1
1001000,12,11111000111011,10111000111011,1001000,1
1001000,13,11111000111011,01111000111011,1001000,1
1001001,-1,11111000111000,11111000111000,1001001,1
1001001,0,11111000111000,11111000111001,1001000,0
1001001,1,11111000111000,11111000111010,1001000,0
1001001,2,11111000111000,11111000111100,1001010,0
1001001,3,11111000111000,11111000110000,1001010,0
1001001,4,11111000111000,11111000101000,1001001,1
1001001,5,11111000111000,11111000011000,1001001,1
1001001,6,11111000111000,11111001111000,1001001,1
1001001,7,11111000111000,11111010111000,1001001,1
1001001,8,11111000111000,11111100111000,1001001,1
1001001,9,11111000111000,11110000111000,1001001,1
1001001,10,11111000111000,11101000111000,1001001,1
1001001,11,11111000111000,11011000111000,1001001,1
1001001,12,11111000111000,10111000111000,1001001,1
1001001,13,11111000111000,01111000111000,1001001,1
1001010,-1,11111000110100,11111000110100,1001010,1
1001010,0,11111000110100,11111000110101,1001010,1
1001010,1,11111000110100,11111000110110,1001010,1
1001010,2,11111000110100,11111000110000,1001010,1
1001010,3,11111000110100,11111000111100,1001010,1
1001010,4,11111000110100,11111000100100,1001010,1
1001010,5,11111000110100,11111000010100,1001010,1
1001010,6,11111000110100,11111001110100,1001010,1
1001010,7,11111000110100,11111010110100,1001010,1
1001010,8,11111000110100,11111100110100,1001010,1
1001010,9,11111000110100,11110000110100,1001010,1
1001010,10,11111000110100,11101000110100,1001010,1
1001010,11,11111000110100,11011000110100,1001010,1
1001010,12,11111000110100,10111000110100,1001010,1
1001010,13,11111000110100,01111000110100,1001010,1
1001011,-1,11111000110111,11111000110111,1001011,1
1001011,0,11111000110111,11111000110110,1001010,0
1001011,1,11111000110111,11111000110101,1001010,0
1001011,2,11111000110111,11111000110011,1001000,0
1001011,3,11111000110111,11111000111111,1001000,0
1001011,4,11111000110111,11111000100111,1001011,1
1001011,5,11111000110111,11111000010111,1001011,1
1001011,6,11111000110111,11111001110111,1001011,1
1001011,7,11111000110111,11111010110111,1001011,1
1001011,8,11111000110111,11111100110111,1001011,1
1001011,9,11111000110111,11110000110111,1001011,1
1001011,10,11111000110111,11101000110111,1001011,1
1001011,11,11111000110111,11011000110111,1001011,1
1001011,12,11111000110111,10111000110111,1001011,1
1001011,13,11111000110111,01111000110111,1001011,1
1001100,-1,11111000000101,11111000000101,1001100,1
1001100,0,11111000000101,11111000000100,1001100,1
1001100,1,11111000000101,11111000000111,1001100,1
1001100,2,11111000000101,11111000000001,1001100,1
1001100,3,11111000000101,11111000001101,1001100,1
1001100,4,11111000000101,11111000010101,1001100,1
1001100,5,11111000000101,11111000100101,1001100,1
1001100,6,11111000000101,11111001000101,1001100,1
1001100,7,11111000000101,11111010000101,1001100,1
1001100,8,11111000000101,11111100000101,1001100,1
1001100,9,11111000000101,11110000000101,1001100,1
1001100,10,11111000000101,11101000000101,1001100,1
1001100,11,11111000000101,11011000000101,1001100,1
1001100,12,11111000000101,10111000000101,1001100,1
1001100,13,11111000000101,01111000000101,1001100,1
1001101,-1,11111000000110,11111000000110,1001101,1
