msg_bits,message,received,decoded,pass
40,0000110001111001110011111111101000011111,00000000110001011111001001100100001010010000100101000101011010001011001100100101100111,0000110001111001110011111111101000011111,1
40,1101011101100110000011100100100101011011,11000110000111101010100101000001011100001100101001001110001110001101000111011011010111,1101011101100110000011100100100101011011,1
40,1011100111100011011111111011000011100111,11110111001001000010011001111100011011100101010101101011010111001100101001000010100111,1011100111100011011111111011000011100111,1
40,1101101001000101110001110011010111101001,11000110110110001000011011111101111010011111001010010000011000011110011010001000111011,1101101001000101110001110011010111101001,1
40,1010000001100001000110110101101110000000,11110100101100000011000101110011111011110001001101100001110110111010011100000000000000,1010000001100001000110110101101110000000,1
40,0000101110111100010101110101001101101011,00000000111101111010101110011001111111010001111010101001001000000110110110000111010111,0000101110111100010101110101001101101011,1
40,1100111111100101011101010110010010001111,11000101000010010101011001001101000111101010000110011101010011100011101111001001100111,1100111111100101011101010110010010001111,1
40,0010110111100000101001101010010000010011,00001111011101101110011001110000111101001000000110000100100011101100011111100000010111,0010110111100000101001101010010000010011,1
40,0111111010100001001101000100111011000010,00110010110101101000010010110011111000000110001011111110000010101011010111001111101100,0111111010100001001101000100111011000010,1
40,0111000101111010000100111110110011100111,00110010110111111101111001101000101100111110000010010110101101010000101001000010100111,0111000101111010000100111110110011100111,1
40,0000000100010100001000011101101010101100,00000000001000111110111111010010110011111011001100101010110110000100010001110101110000,0000000100010100001000011101101010101100,1
40,0010000010000011100110111110010110010010,00101111101100001111101100001100101001000001101110010110010011011101010011100011101100,0010000010000011100110111110010110010010,1
40,1001001101010110110111011011101101010010,11111000111000000110000100011101101101101110101011011011101110110110000100100011101100,1001001101010110110111011011101101010010,1
40,1110000101000100001010101010100111101111,11001010011100111101001011111110100011110100010001000100010010000010011010111001100111,1110000101000100001010101010100111101111,1
40,0000100110111001101011011001001001001000,00000000111110000001101110100101000110000111011011010100111000111000111000111011000000,0000100110111001101011011001001001001000,1
40,0000101110100100011110010111001000001010,00000000111101111010100000001110111100100110010011011110100100111011000011110100101100,0000101110100100011110010111001000001010,1
40,0101011001011100110001110100100101111101,00101101000111010100110111101001000001011111001010100010001110001101111001011010001011,0101011001011100110001110100100101111101,1
40,1011101010011011101101000011010110010111,11110111101010000100100000011011101010110110001011001100011000011001010011011110100111,1011101010011011101101000011010110010111,1
40,1111000011001100100001110110100000101100,11001001100111001100010100000101001110110011011010101101100010110000111101110101110000,1111000011001100100001110110100000101100,1
40,0111011100110010001001111100001100000000,00110010101011101001000001010011101111111000001001011001110011000101110000000100000000,0111011100110010001001111100001100000000,1
40,0011001101110000011100011100001001001100,00001100010100000110111010011100001100101001111100101001110011111000111000000101111000,0011001101110000011100011100001001001100,1
40,1010001101101100101001110111110000010110,11110100101111000110110110110101001101001000001010101110010110011100011111011101011100,1010001101101100101001110111110000010110,1
40,0010000001011110100011101110001101100010,00001111101100000011110111100110100010111110101010111010011111000110110101111111101100,0010000001011110100011101110001101100010,1
40,1110011001100101010110101111110110100001,11001010010000010100000101000101000100011101100001111001010110101101100010110011111011,1110011001100101010110101111110110100001,1
40,1011110000011011111101100001110101100101,11110111100110011100001100011011100101010010110101110011001010100001110101001101001011,1011110000011011111101100001110101100101,1
40,0101000001111011111100110000010010111000,00111101001011000011001001101011100101011001000001011100001111100111011110100111000000,0101000001111011111100110000010010111000,1
40,1001101101011100000000000000101111101111,11111000000110110110000111101001110000000000000000000000111101111001011110111001100111,1001101101011100000000000000101111101111,1
40,1011010011001101011100100100111010111010,11110111011000100000010101000110000111101001001110001110000010101000011110101000101100,1011010011001101011100100100111010111010,1
40,1101001010100010110100011111101100000110,11000110001000110100010010111111011101100110111100100101011010110101110000110001011100,1101001010100010110100011111101100000110,1
40,1110011110001110110100110110000100110100,11000010010000100110011111001010101101100010000001101101011100111110000001100010110000,1110011110001110110100110110000100110100,1
40,1101110000100001011001000110111011010101,11000110111010011100111110110011110111010100111011110001101110101011001000010001001011,1101110000100001011001000110111011010101,1
40,1001110001101110111000010100010111000100,11111000001010011111000110111010101110100101001111010010111111011110100111111110110000,1001110001101110111000010100010111000100,1
40,1001101010011111001001010010110011010011,11111000000110000100100000100101100100111000110100100011011101010000011000100001010111,1001101010011111001001010010110011010011,1
40,0000010110111101100100101100001100011000,00000000001111011101101110011010110101001110001101110101110111000101111100010111000000,0000010110111101100100101100001100011000,1
40,0000000001101100100100011011000011001001,00000000000000000011000110110101001110001110111100011011010111000100010100111000111011,0000000001101100100100011011000011001001,1
40,0010101110000010000111110100011111000110,00001111010001111010011100001111101100110010010110101010111100100101100111110001011100,0010101110000010000111110100011111000110,1
40,1001101000101101000011000101000101101010,11111000000010001011111101110110001011001100010111111101001011111101110110000100101100,1001101000101101000011000101000101101010,1
40,1001000100010000011110001111101000001101,11111000111011111110111111101100001100100110011111001001011010001011000011000110000011,1001000100010000011110001111101000001101,1
40,1100110101001001000001001000100001101011,11000101000001100001001000111000111011000011111010111011111110110011000110000111010111,1100110101001001000001001000100001101011,1
40,0011001110101101101110111000010101000011,00001100000100001010100001110110110110111010101110100111001111010001001011001100010111,0011001110101101101110111000010101000011,1
40,1111001110111000001010000100010000001000,11001001100100001010101110100111000011110000101100111110111111101100000011111011000000,1111001110111000001010000100010000001000,1
40,0000001111000110010100110110100010101101,00000000000011001001100111110001010011010010000001101101100010111111010011110110001011,0000001111000110010100110110100010101101,1
40,1000101001001011010010001000111010001110,11111011111101001000111000110111011000100011101111111001110010101000101111001010011100,1000101001001011010010001000111010001110,1
40,1111001010100101011101011110100100001010,11001001100100110100010010001101000111101010000111100110100010001110110011110101101100,1111001010100101011101011110100100001010,1
40,1001010000001010111111110110000001101100,11111000110000101100000011110100011110010101010110101101011100000011000110110101110000,1001010000001010111111110110000001101100,1
40,1011001101001010001010111001110101011101,11110111010100000110001000110100101111110100011110110100001010100001000111101010001011,1011001101001010001010111001110101011101,1
40,0001110100100101010001100001011111000001,00000011001010100010101110001101000100101111000101110011110111100101100111000011111011,0001110100100101010001100001011111000001,1
40,0100010110000000110101011001001000011010,00111110111111011101011100000000110001100001000111010000111000111011001100011000101100,0100010110000000110101011001001000011010,1
40,0000101010100110100001000111111011000001,00000000111101000100010010000101100010110011111011110010010101101011010111000011111011,0000101010100110100001000111111011000001,1
40,0111001000011101011111110001010011111111,00111010100100111011001100101010000111100101010110011111110100100000100101010101100111,0111001000011101011111110001010011111111,1
40,1010110110110001101010101111001101110000,11110100011101101101101101011111000111000100010001111001100100000110111010011100000000,1010110110110001101010101111001101110000,1
40,1111010010101001011001111010011000000010,11001001101000100011010001001000110111010100001001101001100000010111000000001111101100,1111010010101001011001111010011000000010,1
40,0101111101010001100101010111110100110001,00111101111001011010000100101111000101001101000100011110010110100010010001011111111011,0101111101010001100101010111110100110001,1
40,1001010100011010101101111010101000100111,11111000110100010010111100011000010001110110111001101000010000001011111110000010100111,1001010100011010101101111010101000100111,1
40,1011111011001100100100010001111010110100,11110111100101101011010100000101001110001110111111101111001001101000011101100010110100,1011111011001100100100010001111010110100,1
40,0000011000110011001001001010110101110110,00000000001100010111110001010000010100111000111000110100011101100001111010001101011100,0000011000110011001001001010110101110110,1
40,0100101111011111011110110100010011010001,00111110001101111001101011100101101011100110111101100010111111100000011000101111111011,0100101111011111011110110100010011010001,1
40,0010100000100100101011010110010000000001,00001111011010110000111110001110001101000111011000011101010011101100000000000011111011,0010100000100100101011010110010000000001,1
40,0101001100010000000100000110011111110100,00111101001000000101111111101100000000111110110000110001010000100101010110100010100000,0101001100010000000100000110011111110100,1
40,1111001111111110010011111011010100010111,11001001100100001001000101010110010011100000100101101011011000010010111111011110100111,1111001111111110010011111011010100010111,1
40,1100110110110101000101101001001001111110,11000101000001001101101101100001001011111101110110001000111000111000001001010110011100,1100110110110101000101101001001001111110,1
40,0000011101001100111000100011101110111001,00000000001100101010001000000101000010100111111110111100101010111010101110100000111011,0000011101001100111000100011101110111001,1
40,0011010100110010110111101101110010100011,00101100011000010010000001010011011101101110011010110110111010010011010010111100010111,0011010100110010110111101101110010100011,1
40,1110101111011101111011101100111001011000,11001010100001111001101011101010111001101011101010110101000010100110110111010111000000,1110101111011101111011101100111001011000,1
40,1000000100001001000111111111011011100011,11111011000000111110110011111000111011110010010101010101101011011011101001111110010111,1000000100001001000111111111011011100011,1
40,1011010110100001111011101001100001011000,11110111011000011101100010110011001001101011101010001000000101100011110111010111000000,1011010110100001111011101001100001011000,1
40,0000111010010111010010110110010011101000,00000000110010101000100011011110101000100011011101101101010011100000101010101011000000,0000111010010111010010110110010011101000,1
40,1100100001101110011101101111111100110100,11000101001110110011000110111010010000101010111110111001010101011001000001100010110000,1100100001101110011101101111111100110100,1
40,1000110100100110110111000000010111110010,11111011110001100010001110000001101101101110100011000000001111011110010110010011101100,1000110100100110110111000000010111110010,1
40,0000001010001011010011100100100101010011,00000000000011110100101111110111011000100000101001001110001110001101000100100010010111,0000001010001011010011100100100101010011,1
40,1010010000001010001100101000100111111010,11110100100011101101000011110100101111000101001101001011111110000010010101101000101100,1010010000001010001100101000100111111010,1
40,0100111000010001011001110011111011011001,00111110000010100111001111101111110111010100001010010000100100101011011011010100111011,0100111000010001011001110011111011011001,1
40,1100110110100111011101111100001010010011,11000101000001101101100010000010101011101010111101011001110011110100100011100000010111,1100110110100111011101111100001010010011,1
40,1110000101000001110011111001111000011001,11001010011100111101001011000011001010010000100101100100001001100111101100010100111011,1110000101000001110011111001111000011001,1
40,0010101101000010111011110101100001011111,00001111010001010110001011001111011110101011100110100001110101110011110111100101100111,0010101101000010111011110101100001011111,1
40,0100000011000010100001100111101110001001,00111110110000001100010111001111010010110011100101000010011010111010011111111000111011,0100000011000010100001100111101110001001,1
40,0001011001100001100001100011011110010101,00000011110111010100000101110011010101110011000101111100011011100110010011010001001011,0001011001100001100001100011011110010101,1
40,1111010101111000110001111010110111001110,11001001101000010001111001100111110001011111001001101000011101101110100100001010011101,1111010101111000110001111010110111001110,1
40,1110000001010100010000101100010001101001,11001010011100000011110100010010111111101000111101110101111111101111000110001000111011,1110000001010100010000101100010001101001,1
40,1110101001100100101011110110010100000000,11001010100001001000000101001110001101000111100110101101010011010010110000000000010000,1110101001100100101011110110010100000000,1
40,0101111100100001010010110000000010000000,00111101111001011001001110110011110100100011011101011100000000001111101100001000000000,0101111100100001010010110000000010000000,1
40,0001000111010011001110010101001101111100,00000011111011110010101000100000000100001010010011010001001000000110111001011001110000,0001000111010011001110010101001101111100,1
40,0001110011100111011011111000110100100001,00000011001010010000101001000010101011011011100101100111110001100010001110110011011011,0001110011100111011011111000110100100001,1
40,1111011101001101111111000010010101010100,11001001101011101010001000000110111001010101100111101111100011010001000100010010110000,1111011101001101111111000010010101010100,1
40,0010010101011001100101111111010010111000,00011111100011010001000111010100000101001101111001010101101000100011011110100111000000,0010010101011001100101111111010010111000,1
40,1100110101000001010000010101100110000001,11000101000001100001001011000011110100101100001111010001110100000001011100000011111011,1100110101000001010000010101100110000001,1
40,1000001010100000000010101101111010101000,11111011000001110100010010110000000000001111010001110110111001101000010001001011000000,1000001010100000000010101101111010101000,1
40,0111100011000010100001101110000111110010,00110010111001111100010111001111010010110011000110111010011100110010010110010011101100,0111100011000010100001101110000111110010,1
40,1010100100010111101111111111110110101001,11110100010010001110111110011110011010111001010101010101010110101101100001001000111011,1010100100010111101111111111110110101001,1
40,0011101010000111110110011011101100000010,00001100101010000100101100110010010110101101010000011011101010110101110000001101101100,0011101010000111110110011011101100000010,1
40,1111100011111011010100101100010110010101,11001001011001111100100100101011011000010010001101110101111111011101010011010001001011,1111100011111011010100101100010110010101,1
40,1100000010101111111111010010001010110011,11000101110000001111010001111001010101010101101000100011101111110100011101011000010111,1100000010101111111111010010001010110011,1
40,1011001101011000010110101010010100110111,11110111010100000110000111010111011111011101100001000100100011010010000001101110100111,1011001101011000010110101010010100110111,1
40,1111111011011000100110101110010011010000,11001001010101101011011011011111111110000001100001111010010011100000011000101100000000,1111111011011000100110101110010011010000,1
40,1010010011101000010100011010100000000010,11110100100011100000101010001011000111010010111100011000010010110000000000001111101100,1010010011101000010100011010100000000010,1
40,0111110110101010011011110100101100000010,00110010010110101101100001000100100010011011100110100010001101110101110000001111101100,0111110110101010011011110100101100000010,1
40,1001010100010111111100001111111110110010,11111000110100010010111111011110010101011001110011001001010100010110101101010011101100,1001010100010111111100001111111110110010,1
40,0101100001011001101100010101010010100110,00111101110101110011110111010100000110110101111111010001000100100111010010000001011100,0101100001011001101100010101010010100110,1
40,0101101111001010000100010110111111001001,00111101110110111001100100110100101100111110111111011101101110010111100100111000111011,0101101111001010000100010110111111001001,1
40,1100001010100001111101101111111001001110,11000101110011110100010010111011001001011010110110111001010101100100111000001010011100,1100001010100001111101101111111001001110,1
40,1101000001000010000110000010111110011100,11000110001011000011111011001111101100010001011100001111011110010110010000101001110000,1101000001000010000110000010111110011100,1
40,0001101010011110001101100101000011110001,00000011000110000100100000100110011111000100110101001101001011001100100110011111111011,0001101010011110001101100101000011110001,1
40,1111110101011110010011011110111111100010,11001001010110100001000111100110010011100000011111100110101110010101011001111111101100,1111110101011110010011011110111111100010,1
40,0001110001110001011100110001010000101000,00000011001010011111001010011111110111101001000001011111110100101100111101001011000001,0001110001110001011100110001010000101000,1
40,1010111101001010111101110100011001110110,11110100011110011010001000110100011110011010111010110010111100010100001010101101011100,1010111101001010111101110100011001110110,1
40,0000000110101100011101100111010101000001,00000000000000110001100001110101111100101010110101000010101000010001001010000011111011,0000000110101100011101100111010101000001,1
40,0011000111011110110100011111011101101100,00001100010111110010101011100110101101100010111100100101101011101010110110010101110000,0011000111011110110100011111011101101100,1
40,0010111101111000110100111000000000011011,00001111011110011010111001100111110001100010000010100111000000000000001110011011010111,0010111101111000110100111000000000011011,1
40,1011001011000000000101001100101000100010,11110111110100110111010111000000000000111101001000000101001101001011111110111111101100,1011001011000000000101001100101000100010,1
40,1010100111101000111001101101101101010110,11110100010010000010011010001011110010100100000110110110110110110110000100011101011110,1010100111101000111001101101101101010110,1
40,1111001110101110111010000001101100011101,11001001110100001010100001111010101110101000101100000011000110110101111100101010001011,1111001110101110111010000001101100011101,1
40,1100101010001111111101010001110011101011,11000101001101000100101111001001010101011010000100101111001010010000101010001111010111,1100101010001111111101010001110011101011,1
40,1101011100001010111110011011100110011010,11000110000111101001110011100100011110010110010000011011101001000001010000011000101100,1101011100001010111110011011100110011010,1
40,0010111000111110100101010011001000110010,00001111011110100111110010010110100010001101000100110000010100111011110001010011101100,0010111000111110100101010011001000110010,1
40,0000100101001010101101100101001000011001,00000100111110001101001000110100010001110110110101001101001000111011001100010100111011,0000100101001010101101100101001000011001,1
40,0010010001101000110000101110110101100100,00101111100011101111000110001011110001011100111101111010101101100001110101001110110000,0010010001101000110000101110110101100100,1
40,1010010011101000000111011001000100010011,11110100110011100000101010001011000000110010101011010100111011111110111111100000010111,1010010011101000000111011001000100010011,1
40,0010101000001001011001101110011100001111,00001111010001001011000011111000110111010100000110111010010000101001100011001001100111,0010101000001001011001101110011100001111,1
40,0100110100111011011100111001010101000000,00111110000001100011000010101011011011101001000010100100110100010001001011000000000000,0100110100111011011100111001010101000000,1
40,1010000010001010100111010011100111001111,11110100101100001111101111110100011010000010101000100000101001000010100100001001100111,1010000010001010100111010011100111001111,1
40,0111000101101001011001000001101010000000,00100010100111111101110110001000110111010100111011000011000110000100101100000000000000,0111000101101001011001000001101010000000,1
40,0110011101111010100001000000101010001010,00110001010000101010111001101001010010110011111011000000111101000100101111110100101100,0110011101111010100001000000101010001010,1
40,0111110100100000110100000111110000001010,00110010110110100010001110110000110001100010110000110010010110011100000011110100101100,0111110100100000110100000111110000001010,1
40,0011100001101010100011100110110010101011,10001100101001110011000110000100010010111100101001000001101101010011010001000111010111,0011100001101010100011100110110010101011,1
40,1010101110111111000001100011011001110001,11110100010011111010101110010101100111000011000101111100011011010100001010011111111011,1010101110111111000001100011011001110001,1
40,1000101110100100110100000100011101100111,11111011111101111010100010001110000001100010110000111110111000101010110101000010100111,1000101110100100110100000100011101100111,1
40,0100000100110011101011001010101000000101,00111100110000111110000001010000101010000111010100110100010001001011000000111101001011,0100000100110011101011001010101000000101,1
40,1011110000111100001000000110101101000010,11110111100110011100110010011001110011111011000000110001100001110110000011001111101100,1011110000111100001000000110101101000010,1
