msg_bits,message,received,decoded,pass
20,11000110001010000101,1100010111110001011111110100101100011101001011,11000110001010000101,1
20,11111110000110010000,1100100101011110011100110001010011101100000000,11111110000110010000,1
20,01110011001110111001,0011001010000000010100001010101110100100111011,01110011001110111001,1
20,00001000101110011011,0000000011011011111101111010010000011011010111,00001000101110011011,1
20,00111111011111110010,0000110110010101101011100101010110010011101100,00111111011111110010,1
20,00000100100011101100,0000000000111110001110111100101000110101110000,00000100100011101100,1
20,01111110110010101000,0011001001010110101101010011010001001011000100,01111110110010101000,1
20,11000100000110011100,1100010111111110110000110001110000101001110000,11000100000110011100,1
20,10000101111101010001,1111101100111101101001011010000100101111111011,10000101111101010001,1
20,10011101101110101100,1111100000101010110110111010100101110101110000,10011101101110101100,1
20,10101011010101101100,1111010001000111001000010001110110110101110000,10101011010101101100,1
20,10100110010111111000,1111010010000011010011011110010101100111000000,10100110010111111000,1
20,10110100001111000111,1111011101100010110011000001100111110010100111,10110100001111000111,1
20,00101011011000100111,0000111101000111011011000111111110000010100111,00101011011000100111,1
20,10010111000111001110,1111100011011110100111110010100100001010111100,10010111000111001110,1
20,01001001000100010010,0011111000111000111011111110111111100011101000,01001001000100010010,1
20,00101010110110000011,0000111101000100011101101101011100001000010111,00101010110110000011,1
20,11011000010001011101,1000011011010111001111101111110111101010001011,11011000010001011101,1
20,11011101110011001011,1100011011101010111010010000010100110110010111,11011101110011001011,1
20,10110101011100000110,1111011001100001000111101001110000110001011100,10110101011100000110,1
20,11011100001110111101,1100011011101001110111001010101110011010001011,11011100001110111101,1
20,01000100100111000111,0010111011111110001110000010100111110010100111,01000100100111000111,1
20,11111011111101111101,1100100101001011100101011010111001011010001011,11111011111101111101,1
20,10011110010110010100,1111100000100110010011011101110011010010110000,10011110010110010100,1
20,10101110001000010111,1111010001111010011111101011001111011110100111,10101110001000010111,1
20,01010010111110010000,0011110100000011011110010110010011101100000000,01010010111110010000,1
20,11011011101101001001,1100011011111011101010110110001000111000111011,11011011101101001001,1
20,10001000000001111011,1111001111111011000000000011001001101011010111,10001000000001111011,1
20,10111101000001001010,1110011110011010001011000011111000110100101100,10111101000001001010,1
20,00010011101001010011,0000001111100000101010001000110100100000000111,00010011101001010011,1
20,00110010111001000111,0000110001010011011110100100011011110010100111,00110010111001000111,1
20,01011011101000100000,0011110111011011101010001011111110010000000000,01011011101000100000,1
20,00100000001011010111,0000111010110000000011110111011000011110100111,00100000001011010111,1
20,11011101111101001111,1100011011101010111001011010001000101001100111,11011101111101001111,1
20,10001111101001000110,1111101111001001011110001000111011110001011100,10001111101001000110,1
20,00111111001100010111,0000110010010101100100010101111111011110100111,00111111001100010111,1
20,00011000101111010010,0000001100010111111101111001101000100010101100,00011000101111010010,1
20,00000001100110110010,0100000000000011000101000001101101010011101100,00000001100110110010,1
20,11011101001100001101,1100001011101010001000000101110011000110001011,11011101001100001101,1
20,00010011010111010010,0000001111100000011010011110101000100011101100,00010011010111010010,1
20,11010000011000101000,1100011000101100001100010011111101001011000000,11010000011000101000,1
20,11101100011110001110,1100100010110101111100100110011111001010011100,11101100011110001110,1
20,10010011100100011001,1111100011100000101001001110111100110100111011,10010011100100011001,1
20,01000100100111110110,0010111011111110001110000010010110101101011100,01000100100111110110,1
20,01110110000011111101,0011001010101101011100001100100101011010001111,01110110000011111101,1
20,01101100111111100111,0001000110110101000010010101011001000010100111,01101100111111100111,1
20,11011111011000000010,1100011011100101101011010111000010001111101100,11011111011000000010,1
20,01000111000010010111,0010111011110010100111001111100011011110100111,01000111000010010111,1
20,10100010000100100000,0111010010111111101100111110001110110000000000,10100010000100100000,1
20,01110000001111001110,0011001010011100000011001001100100001010001100,01110000001111001110,1
20,00101100010111001100,0000111101110101111111011110100100000101110010,00101100010111001100,1
20,01100000010110111000,0011000101110000101111011101101110100111000000,01100000010110111000,1
20,01110001100100110000,0011001010011111000101001110000001111100000000,01110001100100110000,1
20,10000011111100101001,1111101100001100100001011001001101001000111011,10000011111100101001,1
20,10110100101010110000,0111011101100010001101000100011101011100000000,10110100101010110000,1
20,01110011000100000000,0011001000010000010111111110110000000000000000,01110011000100000000,1
20,01010011101011100001,0011010100100000101010000111101001110011111011,01010011101011100001,1
20,10111100011001100010,1111011110011001111100010110000101111111101100,10111100011001100010,1
20,10011101000001001110,0111100000101010001011000011111000001010011100,10011101000001001110,1
20,10011100100011010000,1111100001101001001110111100011000101100000000,10011100100011010000,1
20,11000101101011111100,1100011111111101110110000111100101011001110000,11000101101011111100,1
20,01001101100101000100,0011111000000110110101001101001011111110010000,01001101100101000100,1
20,10110000100101101000,1111011101011100111110001101110110001011000100,10110000100101101000,1
20,00010001111011110001,0000001111101111001001101011100110011101111011,00010001111011110001,1
20,01001000100001001111,0011111000111010111110110011111000001001100111,01001000100001001111,1
20,11011011111101001110,1000011011011011100101011010001000001010011100,11011011111101001110,1
20,11001000011110101001,1100010101111011001100100110100001001000111011,11001000011110101001,1
20,11100111001011100010,1100101000000010100100110111101001111111101100,11100111001011100010,1
20,11110010001111011110,1100100110010011101111001001101011100110011101,11110010001111011110,1
20,01010010011010110111,0011110100100011100001011000011101101110100111,01010010011010110111,1
20,11100100111100100101,1100101001101110000010011001001110001101001011,11100100111100100101,1
20,10001010100100110000,1111101111110100010110001110000001011100000000,10001010100100110000,1
20,10011110111110011101,1111100000100110101110010110110000101010001011,10011110111110011101,1
20,00001100101011101101,0000000011000101001101000111101011110110001011,00001100101011101101,1
20,00011010010100110111,0000001100011000100011010010000001101110110111,00011010010100110111,1
20,10100111101111000010,1111010010000010011010101001100111001111101100,10100111101111000010,1
20,11101110100111000100,1100101010101010100010000010100111111110110000,11101110100111000100,1
20,00001000000010011110,0010000011111011000000001111100000100110011100,00001000000010011110,1
20,11100000110010010110,0100101001110000110001010011100011011101011100,11100000110010010110,1
20,10100011001011011111,1111010010111100010100110111011011110101100111,10100011001011011111,1
20,00101010110110010111,0000111101000100111101101101010011011110100111,00101010110110010111,1
